Symbol,baseMean,log2FoldChange,padj
mesh,392.0495018925312,1.3514474870281823,3.066331699318066e-17
CG40470,87.54627100995012,7.583395000399144,3.567354802550587e-17
CG9801,236.8991176470852,1.4081721089686696,5.985840185327816e-17
Spn77Ba,82.20686157382903,7.483659702247709,9.25280530929109e-17
Ugt301D1,39.89744303063614,3.7733706843928414,1.1339377376603248e-16
sc,172.82001672602448,1.4491709158651633,1.2839207368873943e-16
RhoGEF64C,158.41890597779562,9.025933677765485,1.3018455729545243e-16
Shawl,104.88981662194938,10.284244660627534,2.00596618391915e-16
CG3348,87.59836062028283,2.0478067636964172,4.482046817421905e-16
CG15211,73.79409198279106,2.416597771028624,5.1008537769178285e-16
CG43149,127.12702341472509,1.8885257394993378,5.702173126505041e-16
GstE6,83.90603221045914,2.020766889635726,6.365329518584439e-16
NKCC,40.300472842648894,3.97640248058073,6.96303039849468e-16
Spn77Bb,91.43565179576453,10.085434046916014,9.0530670005594e-16
Dgp-1,340.62027035309524,1.1301308254079292,1.040903257590628e-15
rdo,65.06485104742877,7.146128845342309,2.8924805575263045e-15
Fas1,138.15838282578846,4.7276898015525894,3.1414283399440774e-15
TAF1C-like,276.3596624817355,1.1843867280370008,5.325987087493073e-15
SP1173,161.6777721232795,1.620127917379002,6.0433955205159895e-15
hth,39.212681271833624,3.7443363233539095,6.093622986959499e-15
CG15822,39.168864363194956,3.288086387646899,6.262892351633025e-15
spn-E,185.17365748096014,1.5633173443974178,6.578286182086168e-15
onecut,41.21644934354065,3.1823322305401054,1.2762870772720934e-14
CG12171,179.71235005305272,1.3361489250927006,1.6557386257197068e-14
Asph,48.016858956981366,2.5872955384608507,1.6557386257197068e-14
Lnpk,261.2959478718913,1.1294453168696608,1.9059272138372654e-14
CG42795,40.391616930285245,3.2172669276168775,2.373623349346798e-14
unc-104,4138.905042431501,1.0022179537207208,3.3786486187278414e-14
stg,511.16344777383796,2.3004000426624,3.8597651971881893e-14
CG42268,86.18010215317838,1.9322097457418517,4.119398290926655e-14
Sox21b,34.92718574416248,5.214939469023844,4.8749156738769286e-14
fax,334.1236343629592,1.0166471144287892,5.046726723674009e-14
ush,93.98019411308333,1.7270566046026141,5.213643330115973e-14
CG44013,56.85939802850707,6.951219144373391,5.655855166722374e-14
pyr,50.68955940540744,2.808409855383375,5.817972135754155e-14
Mocs1,140.23335751762716,1.4340980013157876,5.896579374210514e-14
slbo,52.352372500014035,6.838645961433393,9.329319004027965e-14
loco,870.7433663440953,1.0217446470503335,1.1544451818263035e-13
CG14280,31.8387453415542,4.8636021027233065,1.19176077369555e-13
Spn77Bc,106.46804301385757,9.338858037054283,1.2228877169914117e-13
CG18213,316.0162656852891,1.2413685740871059,1.361504796694845e-13
Ir40a,81.63860525414444,8.065491791761996,2.043684981585935e-13
Arc2,99.66004314934754,1.6211915076012828,2.0461713652877215e-13
NaPi-III,101.71109043862778,4.100631367859803,2.2269237478266232e-13
lbm,79.81272372082229,1.9458178011409293,2.388958160121512e-13
Pli,420.58606610340627,1.0611934394096505,2.418206980547241e-13
sls,75.75150840915633,1.8678894179435768,3.5130535545523265e-13
CG10638,225.87930809809882,1.0974191466309131,4.3429739819011584e-13
nub,180.07510036672207,1.4598598172048016,5.325377027771188e-13
CG10650,136.54603060409866,1.4822959619840161,5.759822729492112e-13
CG42365,38.31400454658814,2.7704366031704613,9.93526162115366e-13
Rab9,227.80519685490682,1.1620953189261016,1.1807731142893611e-12
futsch,120.92687952205615,1.4549265980509376,1.2686801226599215e-12
CG7888,51.19069417095084,2.4962915263438195,1.6907487208971025e-12
IntS10,168.91049323954834,1.2603778383810214,1.7559190110526626e-12
CG34355,29.53227338195391,3.81209733069064,1.7985332562755738e-12
CG5011,37.50552028451103,2.9682551984153434,1.955583417762734e-12
CG2017,161.5330520054654,1.2829305761264962,1.9993798688871375e-12
CG14545,50.85778876162179,2.7980653179659445,2.10918204760377e-12
Nfs1,245.6474775813121,1.1069330826328614,2.640788036341288e-12
CG34194,60.4747677671146,2.0216449313011586,2.993159722338548e-12
FASN3,27.711368975666712,3.8292299596812334,3.400915889292631e-12
DNaseII,71.64787671422178,1.851576922720707,3.737529373012832e-12
CG42392,166.11183315880572,1.333291959148487,4.28321421861709e-12
sna,112.11456255092209,1.4360968831633936,5.4022419705115594e-12
Ku80,192.1340472195837,1.118360645814664,6.73472196337937e-12
hh,32.14854284642914,2.9713961054379117,8.263588131748506e-12
sphinx1,36.476135236725824,8.75685880421486,1.0624373930277107e-11
nht,27.982568864463854,3.596651260770202,1.2188782939169083e-11
sff,38.864960355764545,2.6618014788895534,1.2456260613736878e-11
CG42327,28.535458807534106,4.158578801675511,1.367808096034958e-11
GstE7,46.99066593053262,2.3913628506407805,1.4075062754573273e-11
pk,181.63344758283992,1.124698462252365,1.4685489526455737e-11
CG8051,90.67314564030791,1.639881136204611,2.458161888036735e-11
sphinx2,51.79869221368299,7.405094986154882,3.021028753509618e-11
CAH2,29.948836051802502,3.139272520436251,3.646882984677704e-11
Gld,34.343349635813446,2.754495276430312,4.3470632769719525e-11
Nrx-1,62.666341087171006,1.853306506891035,5.129816005528639e-11
Claspin,420.0218730637716,1.0159665970885723,6.667598449256992e-11
Phae1,29.22246833500105,3.182801069795666,6.886356601133098e-11
MetRS-m,169.92151333108055,1.1200719119135532,6.898576069228768e-11
Lrt,25.126950835891563,5.0103613859364,8.824062765723703e-11
CG42700,24.985215735856503,4.992800512183421,1.0034203547161792e-10
CG6231,45.950592754434126,7.233872636959953,1.1020627846390674e-10
Snap25,26.694231081125462,5.418048353541223,1.1232748400001194e-10
Ekar,35.3820472539066,2.6437406216828783,1.4735510067121112e-10
CG34357,55.151923957906256,1.9891757964656114,1.7886761634394092e-10
CG9945,191.52254788458316,1.087890627054467,2.22193323683703e-10
CG9270,74.85457005948443,1.670649943589697,5.386087378622058e-10
Rev7,69.53100818422865,1.6161415998566329,6.866861792773606e-10
Prip,294.4539687600892,1.0289657114571371,7.202910244814097e-10
Ugt37C2,42.476414385666004,2.1238518823878345,8.181207598367846e-10
CG4269,22.133078555756544,3.7780509114627656,8.422376379666189e-10
sdt,55.57793189727646,1.8449877647877684,8.715218271361304e-10
atilla,26.59840572395852,5.848575777354844,9.072512872292848e-10
CG17129,48.12479740238161,1.9304542911724962,1.2191476971023199e-9
blot,35.58074118867226,2.6605090220504595,1.3288362260408552e-9
CG17739,38.859708750701316,7.881960190984673,1.3881175222166905e-9
Naam,139.65914909629757,1.2563472699850904,1.5223193346107561e-9
Mec2,71.50563015532668,1.549124476627775,2.428118918672816e-9
,35.023922751047806,7.737948703993486,2.657110143146675e-9
CG6123,61.202507487055385,2.0818634619243706,2.694469537971433e-9
Cyp6d2,36.369574964530266,2.2350612898200124,3.2462726198913476e-9
CG13003,19.033826083964115,7.830721978980276,4.01635854538057e-9
vas,21.26340728771342,5.08167347717121,4.041659196573502e-9
net,102.14853008306432,1.2954281522348918,8.034391480306125e-9
Or19b,21.692444666887653,3.470863922255743,8.509965710412705e-9
HIP,173.34121225737323,1.0664420082906927,1.0592675228893778e-8
rst,47.651390187729014,1.8462820378321365,1.184387362080038e-8
Gfat1,53.060689471705274,1.7191578642768206,1.411239287350319e-8
Mal-A1,38.44965871006798,2.27431045755801,1.48620669889743e-8
kirre,43.66288842857734,1.8892797444558147,1.8347208836400105e-8
Chd3,174.07466923882748,1.0166681237026132,2.0976243628900003e-8
Or56a,15.601217071687305,7.545922464215523,2.0980640918800076e-8
CG13704,98.52726110767028,1.3216729471398445,2.7976217649110406e-8
CG4250,23.476408326088595,3.007404007811031,2.95575382262717e-8
upd1,29.590074478614923,2.669334025083594,2.95575382262717e-8
CG13460,18.028496550321773,4.841848931936388,3.510800607806946e-8
CG45061,115.05394296145315,1.2469917061478597,4.076816110873526e-8
dimm,29.5147286645099,2.542675229726518,4.1290524993810995e-8
CG42566,36.08617572006496,2.112034565953945,4.188076928088677e-8
na,20.45241071350998,3.247546666880666,4.522718741130844e-8
Gr64a,17.561995051131767,4.177846152072224,4.581315043928054e-8
CG34120,44.23173441695337,1.8500420610970139,5.814326711655187e-8
CG10738,18.715666674580827,3.3635780113790514,5.865165983299475e-8
CG3036,213.57373793360557,1.1392191661099975,6.155925928314426e-8
CG4741,21.561422967869238,2.8874316385761487,6.629015529304039e-8
CG12868,52.344884187862874,1.6568719288898872,8.621584276583827e-8
CG31142,55.671922446260204,1.565560059168169,1.0506648276718069e-7
Lac,21.126594795111888,2.941995076072401,1.068003953365521e-7
CG15080,22.264368318766678,6.178459148190311,1.1831727727032921e-7
gammaTub37C,51.60359142965185,1.6457697408943355,1.488253985836407e-7
CG15721,21.420580499831285,7.019350281056036,1.588986523021746e-7
CG15422,41.71037861823918,1.8802564197255924,1.59754372319933e-7
CG14835,20.858531488601024,6.984106652742715,1.7456575181884398e-7
CG9171,211.06210128453625,1.0689061779871694,1.8955128415723293e-7
CG11436,152.7907060717293,1.074197697150203,1.9712304204614546e-7
kek2,21.037430486258984,6.093870202706807,1.9712304204614546e-7
CG18754,29.63862546069843,2.4326654435349973,2.532114455466857e-7
tipE,19.397755450573527,3.0120575492894113,2.5433864330009423e-7
CG9360,223.63345053417046,2.6124096058488635,2.6959841050321474e-7
DNAlig4,105.4113023636135,1.129394361195942,2.863297032271605e-7
CG11353,32.53632023450275,2.2030491854975107,2.870901295971016e-7
CG3156,84.45848265041788,1.2696532410960555,3.322462114901253e-7
CG33460,16.138186758196497,3.616209642575172,3.511350139050343e-7
CG1090,43.55722342437836,2.0317323474340228,3.571141697524583e-7
CG17211,15.049906599844707,3.9528115931319414,4.2761833108205785e-7
Rbbp5,112.23472602889838,1.0486989152070276,4.759816329343312e-7
CG31633,117.43541860222531,1.0279790875466641,5.045347051856757e-7
Cyp6a22,15.527521520901644,4.621879972152399,5.149559969821728e-7
CG42337,45.16483271974256,1.6917422847700139,5.254486209311206e-7
drd,16.111652872177004,5.125144565268747,5.362720960312489e-7
GstD2,38.96950192925661,2.039319365443321,5.678453863917161e-7
GstE10,18.76160755096846,2.9703664781026697,5.777307120925656e-7
PIG-Wb,18.035149668842443,3.0418983769894465,5.800776689344993e-7
CG42390,15.415283112321688,3.7525582980669308,5.809299868367472e-7
Drip,15.690069654486242,5.075061342176107,7.863074121764435e-7
CG8740,10.029172224494047,6.9094031184241995,7.869499071443022e-7
CG2157,17.26446075809142,5.215371173093784,7.988371848698431e-7
Inx2,67.53438063159372,1.4345977085461437,8.381279319864327e-7
CG13323,44.64399156461832,1.6670758462449333,1.2551770432624897e-6
CG32512,83.65026241412593,1.1656119595100525,1.3259101703050394e-6
CG12483,16.3104676418438,3.148603910728942,1.4270481396926852e-6
CG31869,13.704732602228333,4.424730408881836,1.4473406064251557e-6
CG9813,19.562280499735547,2.744814762152971,1.8563256603224136e-6
D,8.899088309982135,6.719394986540073,2.088882253950523e-6
Tollo,140.13833341863332,1.176036902807005,2.419022918106511e-6
CG4797,15.816813994102324,5.654761809057521,2.517164944342543e-6
CG14257,13.294862630249293,4.050484895732454,2.611730374876891e-6
CG8086,14.384717630285143,6.45595476068519,2.71201117378281e-6
CG12581,14.270963647141178,6.435489107055378,2.9453544249151014e-6
CG13002,8.450340064083914,6.648113750583168,3.066306460841223e-6
CG16787,80.89053280813006,1.1272749374663475,3.114752710740219e-6
Eip63F-1,25.720606200843406,2.1007197392927126,3.150451380413604e-6
rho,36.13967068327711,1.8803514556787901,3.3675741291926198e-6
CG32971,19.429391564524444,2.7974291202324144,3.516836390589713e-6
kek4,15.18474888747322,5.609235007145884,3.58264398770473e-6
l(2)01289,14.193411981187618,3.5961739548805967,3.793488917531204e-6
Tsp74F,8.088815569273141,6.585234208649504,4.24874916609518e-6
PGRP-SD,67.568915594095,1.4184480647083246,4.344619328272086e-6
CG17221,88.62589154273195,1.0682882422495745,4.344619328272086e-6
CG31740,14.68165783010616,5.568350711592597,4.344619328272086e-6
SPR,15.632855130277209,5.6429384860473775,4.358108483056476e-6
CG12974,32.86473713528691,2.0362266969083898,4.505959328750105e-6
E(spl)m7-HLH,45.474434030399316,1.6111187316042026,4.667301911312333e-6
AcCoAS,95.70851352700404,1.1242549164976392,4.870896208516841e-6
Ten-a,20.124894179090436,2.415929007519185,5.0272494498213975e-6
qvr,21.158301492930793,2.424565708087222,5.19540425286234e-6
CG5050,14.658931281303952,3.11159819956262,5.4110234935474085e-6
shakB,25.884939606107498,2.0474899872258323,5.518175548270612e-6
CG18180,42.69311466449162,1.5454223814392407,6.16062629135815e-6
mspo,14.329933065754437,3.0890837123998036,6.16062629135815e-6
sano,12.678225197024885,6.262925230100733,6.457626623036301e-6
CG43088,12.597810919422077,6.248364182424295,6.4881481636532006e-6
CG17636,15.332904671886537,2.8770969169316802,6.701312442277276e-6
CG10910,16.617613798627932,2.7434085731555578,6.962152230967976e-6
CG34189,59.6310095891829,1.4408429262976152,7.1689876338333845e-6
Archease,83.82474690227137,1.1173781121725286,7.223063490636503e-6
CG32195,30.024928459589397,1.8003053493427141,7.464584915935554e-6
CG32137,33.7638411378999,1.7054268044585095,7.589897703233695e-6
CG10562,23.4334516388258,2.235738507392054,7.88115922814646e-6
sbm,19.461735374870102,2.3474211199578683,8.208975579407257e-6
CG10911,108.7725080313122,1.0828268617084496,8.552311928963557e-6
CG14456,12.01332722416518,6.178448566315718,1.0650564881866517e-5
l(2)41Ab,78.98637907715138,1.0765477925871259,1.0951900594265779e-5
CG34353,13.216102583752887,5.411970923070749,1.1621770357309535e-5
CG14695,12.265761468145262,3.652482263697855,1.2441818607386338e-5
CG30440,12.377655818559084,3.6396542133381695,1.2562278360291915e-5
CG14627,13.581779244512001,3.328346134647366,1.2803139904080187e-5
CG5267,80.895918368594,1.2226373379460571,1.4704612378077092e-5
smal,53.51309427367634,1.3115150651387983,1.4857737984793183e-5
ver,39.224494306782944,1.5583403705764025,1.4930703540989736e-5
CG10086,28.26888516503785,1.7830967912934215,1.6805918667616292e-5
CG13928,59.86423410221537,1.208313660576218,1.7603427205892248e-5
5-HT7,13.607871588002192,3.003856449606937,1.8525688766216956e-5
CG14455,6.614910558728355,6.307558685801766,1.911359819738811e-5
NtR,25.31603323722659,2.021762624319383,2.0563134084402086e-5
FASN2,21.184637754500105,2.2491653299643395,2.131191681888025e-5
Rbp,35.58681038142991,1.6980326620483606,2.2123105094627287e-5
CG30096,39.30946297453841,1.4740445328975293,2.4785547267857107e-5
Cyp12a5,22.624289388946142,2.164881540860708,2.4996404037425356e-5
CG9657,10.868326079030771,3.7317221747745313,2.5774726243178277e-5
Duox,6.582662470621707,6.298944416676682,2.6063791910289708e-5
CG14275,10.276953174838969,5.951916016674225,2.611415664958437e-5
CG13284,69.02402606766911,1.2319773998309957,2.6168865722568564e-5
CNMaR,81.57967110541027,1.155275279730291,2.7528416443592448e-5
CG4702,11.160351756431371,3.4847127567455933,2.907187838595482e-5
Sgf11,69.87638446756857,1.0855429631992952,2.9832219319942827e-5
CG18417,6.221776375433521,6.200214317773283,3.0289737664523175e-5
CG33922,11.392046017416678,5.205176907522051,3.035889910981436e-5
Ca-Ma2d,54.60870407010751,1.3027267874000403,3.3354990478295735e-5
GstD4,10.597769480423699,4.068796276252235,3.338500516065228e-5
wus,49.67038258195122,1.3045281176021202,3.734983647900499e-5
grh,19.573666961165713,2.2188797783298737,3.881607039225992e-5
Hsp67Bc,97.49930494594909,1.0280273783767988,4.113470086986292e-5
CG33923,6.0182561389330225,6.152922242953206,4.2022646689190816e-5
CG11426,10.630662803359401,3.7002626571863946,4.527009954487428e-5
Gfrl,9.351655199851466,5.808629640290752,4.882346865256356e-5
CG32633,17.78939857232153,2.405640723758914,5.593165648656792e-5
CG14439,9.87343519751785,4.376905176463856,5.984603273579073e-5
dpn,13.256338755663567,2.7723282825782745,6.0297727122319266e-05
moon,5.556872854463184,6.055883454372235,6.316662089718574e-5
CadN2,10.319474720044019,5.046644627597372,6.379617133345599e-5
CG4607,10.0002040179618,3.9422753962126484,6.402905156348072e-5
CG14810,11.528222697789436,3.3014813286864024,6.653116184998803e-5
Fili,9.98864690070286,3.9420751211877976,6.658288023970913e-5
Irk1,34.69714319459283,1.5400396106143777,6.852209881051585e-5
Naxe,69.98947414305319,1.0788817297903281,7.025513354644397e-5
hog,8.715191561694779,5.716729377427742,7.450802134366704e-5
CG14965,70.18531765006679,1.033434297909089,7.549996958468811e-5
CG2955,5.18144761805688,5.945851733495068,1.0219494811503381e-4
CG12885,12.1361508158975,2.8038272256827677,1.0491059466532821e-4
Ilp6,19.596488625155107,1.9898796786212627,1.0656935512938432e-4
CG43348,8.418905748285095,5.655196926930246,1.0786118739908288e-4
Gr64f,10.103885055063621,3.6346202210148233,1.084152336220121e-4
CG2065,15.629468752651055,2.5300702283029524,1.0855617958368844e-4
CG10339,11.475980896551707,2.8860080851341903,1.0863882356862703e-4
Dhc98D,8.638858132428949,5.723538552056695,1.1019342113144689e-4
Cht4,9.203183180547638,4.271800484427381,1.1106717481252084e-4
NijA,9.923055529292306,4.996200667948027,1.1158275366033697e-4
dpr17,5.194082656628498,5.934974971361414,1.1197142895030589e-4
CG4341,14.098364816970532,2.5122482281093927,1.1855419694092279e-4
CG3448,47.71682478403694,1.2232468849624647,1.1980398065678869e-4
CG12768,18.718020241256642,2.077494496080384,1.3962251268187278e-4
GluRS-m,62.751499634187596,1.0496361998685229,1.4409006526355236e-4
Phae2,15.166344329193965,2.2815231641417935,1.442038966794714e-4
CG31191,9.266345990088631,4.890246164022828,1.6109232715372934e-4
Hsc20,55.41044856082248,1.159310158792336,1.6109232715372934e-4
CG11263,11.82076599920663,2.764647554271815,1.6457989905807575e-4
CG11878,8.653315990077072,4.156488835715986,1.918374178861375e-4
CG32373,24.842548499281577,1.7105798011252489,1.919532112357629e-4
CG18605,4.803479879381489,5.8481600503964675,2.019453074206327e-4
CG30103,26.130505682022,1.7958813164264238,2.159162519783373e-4
NLaz,16.85646965056823,2.108492038579211,2.3539009450376856e-4
Cdlc2,7.285527674734027,5.451347243172086,2.399370647632582e-4
CG4988,4.529179135658161,5.759486469444179,2.479957641662346e-4
Syn,17.42681359359576,1.9970002592315617,2.5343436251550164e-4
CG34229,39.7029050128967,1.3560731078828487,2.588933854793978e-4
Rh2,4.471666518518907,5.732262604488757,2.6064349791615825e-4
Hr38,9.986670008525492,3.0750705877216364,2.606597700980542e-4
Tsp2A,51.42353591851079,1.1639335116674998,2.747134167564712e-4
thw,7.169869588943563,5.4068090576793555,2.75136409983248e-4
Glut1,12.122327830600543,2.6160955126883247,2.8015219746862087e-4
CG11192,7.068106696637998,5.39968304538329,2.8531250945619877e-4
CG17109,19.31080970581702,2.0765560175619617,2.8783203708698145e-4
salto,4.42868749448714,5.735626838985664,2.8783203708698145e-4
CG40472,56.66370964993433,1.0965698963646406,2.902982462581624e-4
CG43218,23.858963239167544,1.753206097427701,2.9111136721526637e-4
